Material,Material Description,Movement Type,Movement Type Text,Posting Date,Special Stock,Quantity,Base Unit of Measure,Qty in unit of entry,Unit of Entry,Amt.in Loc.Cur.,Currency,Material Document,Material Doc.Item,Document Header Text,Reservation,Item number of reservation,Reference,Document Date,Storage Location,User Name,Purchase order,Item,Plant,Entry Date,Order,Cost Center,WBS Element
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,31710,KG,31710,KG,16510.13,PEN,5004955922,1,SILO DE CAL # 02,0,0,G010-00037140,5/1/2023,Q004,MPOVIS,4502682492,10,C601,5/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30430,KG,30430,KG,15843.68,PEN,5004955923,1,SILO DE CAL # 02,0,0,G010-00037145,5/1/2023,Q004,MPOVIS,4502682492,10,C601,5/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30320,KG,30320,KG,15786.41,PEN,5004955921,1,SILO DE CAL # 02,0,0,G010-00037137,5/1/2023,Q004,MPOVIS,4502682492,10,C601,5/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30090,KG,30090,KG,15666.66,PEN,5004955399,1,SILO DE CAL # 02,0,0,G010-00037186,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,31020,KG,31020,KG,16150.87,PEN,5004955381,1,SILO DE CAL # 02,0,0,G010-00037139,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30460,KG,30460,KG,15859.3,PEN,5004955380,1,SILO DE CAL # 01,0,0,G010-00037136,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30170,KG,30170,KG,15708.31,PEN,5004955379,1,SILO DE CAL # 02,0,0,G010-00037135,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30060,KG,30060,KG,15651.04,PEN,5004955924,1,SILO DE CAL # 02,0,0,G010-00037196,5/1/2023,Q004,MPOVIS,4502682492,10,C601,5/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30100,KG,30100,KG,15671.87,PEN,5004955378,1,SILO DE CAL # 01,0,0,G010-00037134,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30140,KG,30140,KG,15692.69,PEN,5004955377,1,SILO DE CAL # 02,0,0,G010-00037128,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30210,KG,30210,KG,15729.14,PEN,5004955376,1,SILO DE CAL # 02,0,0,G010-00037109,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30110,KG,30110,KG,15677.07,PEN,5004955375,1,SILO DE CAL # 02,0,0,G010-00037102,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30180,KG,30180,KG,15713.52,PEN,5004955374,1,SILO DE CAL # 02,0,0,G010-00037092,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,31140,KG,31140,KG,16213.35,PEN,5004955373,1,SILO DE CAL # 02,0,0,G010-00037084,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,29940,KG,29940,KG,15588.56,PEN,5004955372,1,SILO DE CAL # 02,0,0,G010-00037076,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30320,KG,30320,KG,15786.41,PEN,5004955371,1,SILO DE CAL # 02,0,0,G010-00037075,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30080,KG,30080,KG,15661.45,PEN,5004955368,1,SILO DE CAL # 01,0,0,G010-0037072,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30250,KG,30250,KG,15749.97,PEN,5004955367,1,SILO DE CAL # 02,0,0,G010-00037066,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30350,KG,30350,KG,15802.03,PEN,5004955366,1,SILO DE CAL # 01,0,0,G010-00037063,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30130,KG,30130,KG,15687.49,PEN,5004955365,1,SILO DE CAL # 01,0,0,G010-00037061,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30030,KG,30030,KG,15635.42,PEN,5004955364,1,SILO DE CAL # 02,0,0,G010-00037069,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30500,KG,30500,KG,15880.13,PEN,5004955363,1,SILO DE CAL # 02,0,0,G010-00037067,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30210,KG,30210,KG,15729.14,PEN,5004955362,1,SILO DE CAL # 01,0,0,G010-00037064,4/27/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30070,KG,30070,KG,15656.25,PEN,5004955382,1,SILO DE CAL # 02,0,0,G010-00037143,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30270,KG,30270,KG,15760.38,PEN,5004955925,1,SILO DE CAL # 02,0,0,G010-00037199,5/1/2023,Q004,MPOVIS,4502682492,10,C601,5/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30090,KG,30090,KG,15666.66,PEN,5004955397,1,SILO DE CAL # 02,0,0,G010-00037132,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,30530,KG,30530,KG,15895.75,PEN,5004955369,1,SILO DE CAL # 02,0,0,G010-0037073,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,29970,KG,29970,KG,15604.18,PEN,5004955398,1,SILO DE CAL # 02,0,0,G010-00037144,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2023,,29970,KG,29970,KG,15604.18,PEN,5004955370,1,SILO DE CAL # 02,0,0,G010-00037074,4/30/2023,Q004,JPACCARA,4502682492,10,C601,4/30/2023,,,
AE0002393,"BOLT;BOLT COUNTERSUNK,5/8IN,UNC,2-1/2IN",261,GI for order,5/1/2023,,-9380,EA,-9380,EA,-16149.72,PEN,4908571413,6,BRENDA BUSTAMANTE,8467782,17,DELIVERY,4/30/2023,Q001,DCHINGA,,0,C601,4/30/2023,4005240788,,
AE0002396,"BOLT;UNC,3/4IN,0.685IN,2-1/2IN,SQUARE,CS",261,GI for order,5/1/2023,,-897,EA,-897,EA,-6197.46,PEN,4908571413,7,BRENDA BUSTAMANTE,8467782,18,DELIVERY,4/30/2023,Q001,DCHINGA,,0,C601,4/30/2023,4005240788,,
AE0002397,"BOLT;BOLT SQUARE,3/4IN,3-1/2IN,UNC",261,GI for order,5/1/2023,,-192,EA,-192,EA,-2108.03,PEN,4908571413,8,BRENDA BUSTAMANTE,8467782,19,DELIVERY,4/30/2023,Q001,DCHINGA,,0,C601,4/30/2023,4005240788,,
AE0002846,"BOLT ASSEMBLY;CAB20,48,M48-5,FEED CAP",261,GI for order,5/1/2023,,-25,EA,-25,EA,-4464.27,PEN,4908572988,2,TERRY ARAURO,11500098,3,DELIVERY,5/1/2023,Q001,DCHINGA,,0,C601,5/1/2023,4007590197,,
AE0002847,"BOLT ASSEMBLY;CAB20,48MM,M48,FEED CAP",261,GI for order,5/1/2023,,-15,EA,-15,EA,-2433.15,PEN,4908572988,1,TERRY ARAURO,11500098,1,DELIVERY,5/1/2023,Q001,DCHINGA,,0,C601,5/1/2023,4007590197,,
AE0003748,"LINER;ZX11754067,METSO;END LINER GEN 4",261,GI for order,5/1/2023,,-2,EA,-2,EA,-225212.51,PEN,4908571351,2,HENRY PAUCARA,10633339,8,DELIVERY,4/30/2023,Q001,DCHINGA,,0,C601,4/30/2023,4006950372,,
AE0003749,"LINER;ZX11812072,METSO;WEAR LINER GEN 2",261,GI for order,5/1/2023,,-2,EA,-2,EA,-156859.06,PEN,4908571351,1,HENRY PAUCARA,10633339,7,DELIVERY,4/30/2023,Q001,DCHINGA,,0,C601,4/30/2023,4006950372,,
AE0004151,"PLATE,METALLIC;1/8""X1200MMX2400MMIN",261,GI for order,5/1/2023,,-1,EA,-1,EA,-238.57,PEN,4908571413,1,BRENDA BUSTAMANTE,8467782,12,DELIVERY,4/30/2023,Q001,DCHINGA,,0,C601,4/30/2023,4005240788,,
AE0004216,"ROD,WELDING;ROLL,4MM,HDPE",641,TF to stck in trans.,5/1/2023,,112,ROL,112,ROL,0,PEN,4908572971,12,,0,0,80099571,5/1/2023,,BTP_TM_PROD,4502692873,60,C601,5/1/2023,,,
AE0004216,"ROD,WELDING;ROLL,4MM,HDPE",641,TF to stck in trans.,5/1/2023,,-112,ROL,-112,ROL,0,PEN,4908572971,11,,0,0,80099571,5/1/2023,Q009,BTP_TM_PROD,4502692873,60,C601,5/1/2023,,,
AE0004395,"VALVE,BUTTERFLY;L65626,METSO",101,GR stock in transit,5/1/2023,,3,EA,3,EA,0,PEN,5004955471,1,049-0005682,0,0,80099447,4/30/2023,Q001,APALACIOS,4502690462,70,C601,4/30/2023,,,
AE0004570,"SEAL;400026601,FLSMIDTH;35 L FILTER",101,GR stock in transit,5/1/2023,,14,EA,14,EA,0,PEN,5004954370,1,012-0011753,0,0,80099331,4/28/2023,Q001,APALACIOS,4502685525,300,C601,4/28/2023,,,
AE0004601,"THERMOCOUPLE;4028,TRACEABLE;0.06IN,4FT",101,GR stock in transit,5/1/2023,,10,EA,10,EA,0,PEN,5004954379,1,T001-1406,0,0,80099331,4/28/2023,Q001,APALACIOS,4502685525,150,C601,4/28/2023,,,
AE0004708,"EXTRACTOR SET;SET F1-F2-F3,CALVO SEALING",101,GR goods receipt,5/1/2023,,2,EA,2,EA,597.2,PEN,5004956000,1,,0,0,0001-0002527,5/1/2023,Q011,JASCENCIO,4502645741,10,C601,5/1/2023,,,
AE0004733,"SWCH LVL;EM99121000,SEKO",101,GR stock in transit,5/1/2023,,3,EA,3,EA,0,PEN,5004954349,1,T001-00000344,0,0,80099331,4/28/2023,Q001,APALACIOS,4502685525,280,C601,4/28/2023,,,
AE0004813,"FLASHLIGHT;2354-20,MILWAUKEE;LED,1250LM",641,TF to stck in trans.,5/1/2023,,-7,EA,-7,EA,0,PEN,4908572638,33,,0,0,80099351,4/24/2023,Q010,VLOPEZA,4502685713,190,C601,5/1/2023,,,
AE0004813,"FLASHLIGHT;2354-20,MILWAUKEE;LED,1250LM",641,TF to stck in trans.,5/1/2023,,7,EA,7,EA,0,PEN,4908572638,34,,0,0,80099351,4/24/2023,,VLOPEZA,4502685713,190,C601,5/1/2023,,,
AE0004813,"FLASHLIGHT;2354-20,MILWAUKEE;LED,1250LM",101,GR stock in transit,5/1/2023,,7,EA,7,EA,0,PEN,5004956111,1,T001-00001832,0,0,80099351,5/1/2023,Q001,APALACIOS,4502685713,190,C601,5/1/2023,,,
AE0005478,"RING;WS8009C23,WEIR,LDR (SS 316 ) 8"" WS",101,GR stock in transit,5/1/2023,,6,EA,6,EA,0,PEN,5004954384,1,005-0168791,0,0,80099331,4/28/2023,Q001,APALACIOS,4502685525,240,C601,4/28/2023,,,
AE0005830,"REMOVER,SEAL;F3,CALVO SEALING",101,GR goods receipt,5/1/2023,,2,EA,2,EA,484.51,PEN,5004956000,2,,0,0,0001-0002527,5/1/2023,Q011,JASCENCIO,4502645741,20,C601,5/1/2023,,,
AE0005858,"SNSR CNDCTVY;AC221/231335/STD,ABB;290PSI",101,GR stock in transit,5/1/2023,,4,EA,4,EA,0,PEN,5004954348,1,EG07-00000331,0,0,80099331,4/28/2023,Q001,APALACIOS,4502685525,130,C601,4/28/2023,,,
AE0006164,"CRD MEM;A5E35236834,SIEMENS;CF,1GB",641,TF to stck in trans.,5/1/2023,,-4,EA,-4,EA,0,PEN,4908571963,1,,0,0,80099332,5/1/2023,Q009,APALACIOS,4502685525,20,C601,5/1/2023,,,
AE0006164,"CRD MEM;A5E35236834,SIEMENS;CF,1GB",101,GR stock in transit,5/1/2023,,4,EA,4,EA,0,PEN,5004955287,1,0024-0000043,0,0,80099332,5/1/2023,Q001,APALACIOS,4502685525,20,C601,5/1/2023,,,
AE0006164,"CRD MEM;A5E35236834,SIEMENS;CF,1GB",641,TF to stck in trans.,5/1/2023,,4,EA,4,EA,0,PEN,4908571963,2,,0,0,80099332,5/1/2023,,APALACIOS,4502685525,20,C601,5/1/2023,,,
AE0006237,"ANT;51CC1800ST,KINGDOM SOLUTIONS S.R.L",261,GI for order,5/1/2023,,-1,EA,-1,EA,-6812.1,PEN,4908571415,1,BRENDA BUSTAMANTE,11285925,3,DELIVERY,4/30/2023,Q001,DCHINGA,,0,C601,4/30/2023,4007433612,,
AE0007615,"JNT EXPSN;932118-22-JE-03,TECPROMIN",101,GR stock in transit,5/1/2023,,4,EA,4,EA,0,PEN,5004955473,2,0001-004969,0,0,80099448,4/30/2023,Q001,APALACIOS,4502690462,40,C601,4/30/2023,,,
AE0007615,"JNT EXPSN;932118-22-JE-03,TECPROMIN",641,TF to stck in trans.,5/1/2023,,4,EA,4,EA,0,PEN,4908571914,6,,0,0,80099448,4/27/2023,,APALACIOS,4502690462,40,C601,4/30/2023,,,
AE0007615,"JNT EXPSN;932118-22-JE-03,TECPROMIN",641,TF to stck in trans.,5/1/2023,,-4,EA,-4,EA,0,PEN,4908571914,5,,0,0,80099448,4/27/2023,Q009,APALACIOS,4502690462,40,C601,4/30/2023,,,
AE0007621,"JNT EXPSN;932118-22-JE-04,TECPROMIN",641,TF to stck in trans.,5/1/2023,,-4,EA,-4,EA,0,PEN,4908571914,7,,0,0,80099448,4/27/2023,Q009,APALACIOS,4502690462,50,C601,4/30/2023,,,
AE0007621,"JNT EXPSN;932118-22-JE-04,TECPROMIN",641,TF to stck in trans.,5/1/2023,,4,EA,4,EA,0,PEN,4908571914,8,,0,0,80099448,4/27/2023,,APALACIOS,4502690462,50,C601,4/30/2023,,,
AE0007621,"JNT EXPSN;932118-22-JE-04,TECPROMIN",101,GR stock in transit,5/1/2023,,4,EA,4,EA,0,PEN,5004955473,3,0001-004969,0,0,80099448,4/30/2023,Q001,APALACIOS,4502690462,50,C601,4/30/2023,,,
AE0007632,"JNT EXPSN;932118-22-JE-05,TECPROMIN",101,GR stock in transit,5/1/2023,,4,EA,4,EA,0,PEN,5004955473,4,0001-004969,0,0,80099448,4/30/2023,Q001,APALACIOS,4502690462,60,C601,4/30/2023,,,
AE0007632,"JNT EXPSN;932118-22-JE-05,TECPROMIN",641,TF to stck in trans.,5/1/2023,,-4,EA,-4,EA,0,PEN,4908571914,9,,0,0,80099448,4/27/2023,Q009,APALACIOS,4502690462,60,C601,4/30/2023,,,
AE0007632,"JNT EXPSN;932118-22-JE-05,TECPROMIN",641,TF to stck in trans.,5/1/2023,,4,EA,4,EA,0,PEN,4908571914,10,,0,0,80099448,4/27/2023,,APALACIOS,4502690462,60,C601,4/30/2023,,,
AE0007644,"JNT EXPSN;932118-22-JE-02,TECPROMIN",641,TF to stck in trans.,5/1/2023,,-4,EA,-4,EA,0,PEN,4908571914,3,,0,0,80099448,4/27/2023,Q009,APALACIOS,4502690462,30,C601,4/30/2023,,,
AE0007644,"JNT EXPSN;932118-22-JE-02,TECPROMIN",101,GR stock in transit,5/1/2023,,4,EA,4,EA,0,PEN,5004955473,1,0001-004969,0,0,80099448,4/30/2023,Q001,APALACIOS,4502690462,30,C601,4/30/2023,,,
AE0007644,"JNT EXPSN;932118-22-JE-02,TECPROMIN",641,TF to stck in trans.,5/1/2023,,4,EA,4,EA,0,PEN,4908571914,4,,0,0,80099448,4/27/2023,,APALACIOS,4502690462,30,C601,4/30/2023,,,
AE0007646,"STATOR;932118-PC-DM08-03,TECPROMIN",641,TF to stck in trans.,5/1/2023,,-4,EA,-4,EA,0,PEN,4908571914,1,,0,0,80099448,4/27/2023,Q009,APALACIOS,4502690462,20,C601,4/30/2023,,,
AE0007646,"STATOR;932118-PC-DM08-03,TECPROMIN",641,TF to stck in trans.,5/1/2023,,4,EA,4,EA,0,PEN,4908571914,2,,0,0,80099448,4/27/2023,,APALACIOS,4502690462,20,C601,4/30/2023,,,
AE0007646,"STATOR;932118-PC-DM08-03,TECPROMIN",101,GR stock in transit,5/1/2023,,4,EA,4,EA,0,PEN,5004955475,1,0001-004971,0,0,80099448,4/30/2023,Q001,APALACIOS,4502690462,20,C601,4/30/2023,,,
