Material,Material Description,Movement Type,Movement Type Text,Posting Date,Special Stock,Quantity,Base Unit of Measure,Qty in unit of entry,Unit of Entry,Amt.in Loc.Cur.,Currency,Material Document,Material Doc.Item,Document Header Text,Reservation,Item number of reservation,Reference,Document Date,Storage Location,User Name,Purchase order,Item,Plant,Entry Date,Order,Cost Center,WBS Element
AE00003888,"JCKT SFTY;THERMAL,M,ORANGE&GREY",201,GI pipel.for cst cnt,8/1/2024,P,-2,EA,-2,EA,-436.62,PEN,4911049841,2,Joel Villalobos,16687949,3,DELIVERY,8/1/2024,,AROSAS,,0,C601,7/30/2024,,CQ10101002,
AE00003888,"JCKT SFTY;THERMAL,M,ORANGE&GREY",201,GI pipel.for cst cnt,8/1/2024,P,-1,EA,-1,EA,-215.88,PEN,4911055755,12,SOLNAGE FERNANDEZ,16830428,17,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003888,"JCKT SFTY;THERMAL,M,ORANGE&GREY",201,GI pipel.for cst cnt,8/1/2024,P,-4,EA,-4,EA,-863.5,PEN,4911056015,9,WILLY NINA,16553223,13,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003889,"JACKET,SAFETY;THERMAL,S,ORANGE&GREY",201,GI cst cnt.fm consgt,8/1/2024,K,-2,EA,-2,EA,-461.53,PEN,4911056015,15,WILLY NINA,16553223,21,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003889,"JACKET,SAFETY;THERMAL,S,ORANGE&GREY",201,GI cst cnt.fm consgt,8/1/2024,K,-2,EA,-2,EA,-461.53,PEN,4911055756,6,SOLANGE FERNANDEZ,16830428,18,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003889,"JACKET,SAFETY;THERMAL,S,ORANGE&GREY",201,GI cst cnt.fm consgt,8/1/2024,K,-1,EA,-1,EA,-230.76,PEN,4911055758,8,JASER VALENCIA,16809960,10,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ10101002,
AE00003890,"JACKET,SAFETY;THERMAL,XL,ORANGE&GREY",201,GI for cost center,8/1/2024,,-1,EA,-1,EA,-295.03,PEN,4911056016,3,WILLY NINA,16553223,15,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003891,"JACKET,SAFETY;THERMAL,XS,ORANGE&GREY",201,GI for cost center,8/1/2024,,-1,EA,-1,EA,-292.18,PEN,4911056011,2,JASER VALENCIA,16809960,9,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ10101002,
AE00003892,"JACKET,SAFETY;THERMAL,XXL,ORANGE&GREY",201,GI for cost center,8/1/2024,,-1,EA,-1,EA,-302.67,PEN,4911055756,7,SOLANGE FERNANDEZ,16830428,19,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003897,"SHIRT,UTILITY;SAFETY,MAN,L,HIPORA",201,GI pipel.for cst cnt,8/1/2024,P,-2,EA,-2,EA,-238.21,PEN,4911056015,5,WILLY NINA,16553223,9,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003897,"SHIRT,UTILITY;SAFETY,MAN,L,HIPORA",201,GI pipel.for cst cnt,8/1/2024,P,-2,EA,-2,EA,-238.21,PEN,4911055755,8,SOLNAGE FERNANDEZ,16830428,11,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003898,"SHIRT,UTILITY;SAFETY,MAN,M,HIPORA",201,GI pipel.for cst cnt,8/1/2024,P,-5,EA,-5,EA,-595.52,PEN,4911056015,4,WILLY NINA,16553223,8,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003898,"SHIRT,UTILITY;SAFETY,MAN,M,HIPORA",201,GI pipel.for cst cnt,8/1/2024,P,-1,EA,-1,EA,-119.1,PEN,4911055755,9,SOLNAGE FERNANDEZ,16830428,12,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003899,"SHIRT,UTILITY;SAFETY,MAN,S,HIPORA",201,GI for cost center,8/1/2024,,-1,EA,-1,EA,-150.93,PEN,4911055756,4,SOLANGE FERNANDEZ,16830428,13,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003901,"SHIRT,UTILITY;SAFETY,MAN,XXL,HIPORA",201,GI pipel.for cst cnt,8/1/2024,P,-1,EA,-1,EA,-119.1,PEN,4911055755,10,SOLNAGE FERNANDEZ,16830428,14,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003901,"SHIRT,UTILITY;SAFETY,MAN,XXL,HIPORA",201,GI pipel.for cst cnt,8/1/2024,P,-2,EA,-2,EA,-238.21,PEN,4911056015,18,WILLY NINA,16553223,26,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003902,"SHIRT,UTILITY;SAFETY,MAN,XXL,HIPORA",201,GI for cost center,8/1/2024,,-2,EA,-2,EA,-691.87,PEN,4911056016,7,WILLY NINA,16553223,27,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003904,"SHIRT,UTILITY;SAFETY,WOMAN,M,HIPORA",201,GI for cost center,8/1/2024,,-2,EA,-2,EA,-470.3,PEN,4911056016,2,WILLY NINA,16553223,6,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003905,"SHIRT,UTILITY;SAFETY,WOMAN,S,HIPORA",201,GI for cost center,8/1/2024,,-2,EA,-2,EA,-310.87,PEN,4911056016,5,WILLY NINA,16553223,22,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003905,"SHIRT,UTILITY;SAFETY,WOMAN,S,HIPORA",201,GI for cost center,8/1/2024,,-1,EA,-1,EA,-155.44,PEN,4911055756,5,SOLANGE FERNANDEZ,16830428,15,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003907,"SHIRT,UTILITY;UNISEX,L,ANTI ARC ELECTRIC",201,GI pipel.for cst cnt,8/1/2024,P,-6,EA,-6,EA,-5850.98,PEN,4911055758,6,JASER VALENCIA,16809960,7,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10101002,
AE00003908,"SHIRT,UTILITY;UNISEX,M,ANTI ARC ELECTRIC",201,GI for cost center,8/1/2024,,-1,EA,-1,EA,-683.65,PEN,4911049844,1,Joel Villalobos,16687949,2,DELIVERY,8/1/2024,Q001,AROSAS,,0,C601,7/30/2024,,CQ10101002,
AE00003908,"SHIRT,UTILITY;UNISEX,M,ANTI ARC ELECTRIC",201,GI cst cnt.fm consgt,8/1/2024,K,-1,EA,-1,EA,-986.17,PEN,4911049845,1,Joel Villalobos,16687949,2,DELIVERY,8/1/2024,Q001,AROSAS,,0,C601,7/30/2024,,CQ10101002,
AE00003908,"SHIRT,UTILITY;UNISEX,M,ANTI ARC ELECTRIC",201,GI cst cnt.fm consgt,8/1/2024,K,-10,EA,-10,EA,-9751.64,PEN,4911055758,5,JASER VALENCIA,16809960,6,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ10101002,
AE00003909,"SHIRT,UTILITY;UNISEX,S,ANTI ARC ELECTRIC",201,GI pipel.for cst cnt,8/1/2024,P,-4,EA,-4,EA,-3900.66,PEN,4911055758,4,JASER VALENCIA,16809960,5,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10101002,
AE00003910,"SHIRT,UTILITY;UNISEX,XL",201,GI pipel.for cst cnt,8/1/2024,P,-2,EA,-2,EA,-1950.33,PEN,4911055758,7,JASER VALENCIA,16809960,8,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10101002,
AE00003916,"TROUSERS;28,ANTI ARC ELECTRI,GREY",201,GI for cost center,8/1/2024,,-4,EA,-4,EA,-1099.46,PEN,4911056011,1,JASER VALENCIA,16809960,1,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ10101002,
AE00003917,"TROUSERS;30,ANTI ARC ELECTRI,GREY",201,GI pipel.for cst cnt,8/1/2024,P,-12,EA,-12,EA,-2322.53,PEN,4911055758,1,JASER VALENCIA,16809960,2,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10101002,
AE00003917,"TROUSERS;30,ANTI ARC ELECTRI,GREY",201,GI pipel.for cst cnt,8/1/2024,P,-2,EA,-2,EA,-391.46,PEN,4911049841,1,Joel Villalobos,16687949,1,DELIVERY,8/1/2024,,AROSAS,,0,C601,7/30/2024,,CQ10101002,
AE00003918,"TROUSERS;32,ANTI ARC ELECTRI,GREY",201,GI pipel.for cst cnt,8/1/2024,P,-4,EA,-4,EA,-774.18,PEN,4911055758,2,JASER VALENCIA,16809960,3,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10101002,
AE00003919,"TROUSERS;34,ANTI ARC ELECTRI,GREY",201,GI pipel.for cst cnt,8/1/2024,P,-2,EA,-2,EA,-387.09,PEN,4911055758,3,JASER VALENCIA,16809960,4,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10101002,
AE00003925,"TROUSERS;THERMAL FOR MEN,32,STRAIGHT",201,GI pipel.for cst cnt,8/1/2024,P,-1,EA,-1,EA,-100.49,PEN,4911055755,7,SOLNAGE FERNANDEZ,16830428,8,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003926,"TROUSERS;THERMAL FOR MEN,34,STRAIGHT",201,GI pipel.for cst cnt,8/1/2024,P,-2,EA,-2,EA,-200.99,PEN,4911055755,6,SOLNAGE FERNANDEZ,16830428,7,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003928,"TROUSERS;THERMAL FOR MEN,38,STRAIGHT",201,GI for cost center,8/1/2024,,-1,EA,-1,EA,-117.69,PEN,4911055756,2,SOLANGE FERNANDEZ,16830428,9,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003932,"TROUSERS;THERMAL FOR WOMEN,S,STRAIGHT",201,GI for cost center,8/1/2024,,-1,EA,-1,EA,-117.32,PEN,4911055756,3,SOLANGE FERNANDEZ,16830428,10,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003935,"VEST HIGH VIS;L,ORANGE / ANTI ARC,ZIPPER",201,GI pipel.for cst cnt,8/1/2024,P,-6,EA,-6,EA,-2393.9,PEN,4911049846,1,Jaser Valencia,16809965,1,DELIVERY,8/1/2024,,AROSAS,,0,C601,7/30/2024,,CQ10101002,
AE00003936,"VEST,HIGH VISIBILITY;SIZE M,ORANGE",201,GI pipel.for cst cnt,8/1/2024,P,-2,EA,-2,EA,-797.97,PEN,4911049841,4,Joel Villalobos,16687949,5,DELIVERY,8/1/2024,,AROSAS,,0,C601,7/30/2024,,CQ10101002,
AE00003936,"VEST,HIGH VISIBILITY;SIZE M,ORANGE",201,GI pipel.for cst cnt,8/1/2024,P,-12,EA,-12,EA,-4734.38,PEN,4911055758,12,JASER VALENCIA,16809960,14,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10101002,
AE00003937,"VEST,HIGH VISIBILITY;SIZE S,ORANGE",201,GI pipel.for cst cnt,8/1/2024,P,-4,EA,-4,EA,-1578.13,PEN,4911055758,11,JASER VALENCIA,16809960,13,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10101002,
AE00003939,"VEST,HIGH VISIBILITY;SIZE L,RED & BLACK",201,GI pipel.for cst cnt,8/1/2024,P,-1,EA,-1,EA,-119.1,PEN,4911055755,4,SOLNAGE FERNANDEZ,16830428,4,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003940,"VEST,HIGH VISIBILITY;SIZE M,RED & BLACK",201,GI pipel.for cst cnt,8/1/2024,P,-1,EA,-1,EA,-119.1,PEN,4911055755,5,SOLNAGE FERNANDEZ,16830428,5,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003940,"VEST,HIGH VISIBILITY;SIZE M,RED & BLACK",201,GI pipel.for cst cnt,8/1/2024,P,-3,EA,-3,EA,-357.31,PEN,4911056015,6,WILLY NINA,16553223,10,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003946,"TROUSERS;NON THERMAL FOR MEN,SIZE 30",201,GI pipel.for cst cnt,8/1/2024,P,-2,EA,-2,EA,-186.1,PEN,4911055755,13,SOLNAGE FERNANDEZ,16830428,20,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003946,"TROUSERS;NON THERMAL FOR MEN,SIZE 30",201,GI pipel.for cst cnt,8/1/2024,P,-4,EA,-4,EA,-372.2,PEN,4911056015,1,WILLY NINA,16553223,4,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003947,"TROUSERS;NON THERMAL FOR MEN,SIZE 32",201,GI pipel.for cst cnt,8/1/2024,P,-5,EA,-5,EA,-465.25,PEN,4911056015,3,WILLY NINA,16553223,7,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003947,"TROUSERS;NON THERMAL FOR MEN,SIZE 32",201,GI pipel.for cst cnt,8/1/2024,P,-1,EA,-1,EA,-93.05,PEN,4911055755,14,SOLNAGE FERNANDEZ,16830428,21,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003948,"TROUSERS;NON THERMAL FOR MEN,SIZE 34",201,GI pipel.for cst cnt,8/1/2024,P,-1,EA,-1,EA,-93.05,PEN,4911056015,17,WILLY NINA,16553223,24,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003948,"TROUSERS;NON THERMAL FOR MEN,SIZE 34",201,GI pipel.for cst cnt,8/1/2024,P,-2,EA,-2,EA,-186.1,PEN,4911055755,15,SOLNAGE FERNANDEZ,16830428,22,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003949,"TROUSERS;NON THERMAL FOR MEN,SIZE 36",201,GI cst cnt.fm consgt,8/1/2024,K,-1,EA,-1,EA,-93.05,PEN,4911056015,10,WILLY NINA,16553223,14,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003950,"TROUSERS;NON THERMAL FOR MEN,SIZE 38",201,GI pipel.for cst cnt,8/1/2024,P,-1,EA,-1,EA,-93.05,PEN,4911055755,16,SOLNAGE FERNANDEZ,16830428,23,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00003952,"TROUSERS;NON THERMAL FOR WOMEN,SIZE L",201,GI for cost center,8/1/2024,,-2,EA,-2,EA,-198.06,PEN,4911056016,6,WILLY NINA,16553223,25,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003953,"TRSRS;NON THERMAL FOR WOMEN,SIZE M",201,GI for cost center,8/1/2024,,-1,EA,-1,EA,-98.2,PEN,4911056016,4,WILLY NINA,16553223,19,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003953,"TRSRS;NON THERMAL FOR WOMEN,SIZE M",201,GI for cost center,8/1/2024,,-2,EA,-2,EA,-196.41,PEN,4911056016,1,WILLY NINA,16553223,3,DELIVERY,8/1/2024,Q001,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003969,"STRAP,SAFETY;2862923,MSA",201,GI pipel.for cst cnt,8/1/2024,P,-8,EA,-8,EA,-59.55,PEN,4911056015,13,WILLY NINA,16553223,18,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00003977,"GLOVES,CHEMICAL;7540-XL,SHOWA",201,GI pipel.for cst cnt,8/1/2024,P,-50,PAA,-50,PAA,-4838.6,PEN,4911056048,2,kenny tarifa,16835018,3,DELIVERUY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ11101112,
AE00004024,"LENS,SAFETY EQUIPMENT;XV103,HONEYWELL",201,GI pipel.for cst cnt,8/1/2024,P,-10,EA,-10,EA,-74.44,PEN,4911056015,11,WILLY NINA,16553223,16,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00004024,"LENS,SAFETY EQUIPMENT;XV103,HONEYWELL",201,GI pipel.for cst cnt,8/1/2024,P,-3,EA,-3,EA,-22.33,PEN,4911055755,18,SOLNAGE FERNANDEZ,16830428,25,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00004036,"OVERALL,GENERAL PURPOSE;EMN428-XL",201,GI pipel.for cst cnt,8/1/2024,P,-20,EA,-20,EA,-297.76,PEN,4911056048,1,kenny tarifa,16835018,2,DELIVERUY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ11101112,
AE00004037,"PLUG,EAR;1271,3M",201,GI pipel.for cst cnt,8/1/2024,P,-5,EA,-5,EA,-55.83,PEN,4911056015,19,WILLY NINA,16553223,28,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00004037,"PLUG,EAR;1271,3M",201,GI pipel.for cst cnt,8/1/2024,P,-6,EA,-6,EA,-67,PEN,4911055755,17,SOLNAGE FERNANDEZ,16830428,24,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00004048,"SHOES SFTY;DAMA,TALLA 37,CAFE,CUERO",201,GI pipel.for cst cnt,8/1/2024,P,-1,PAA,-1,PAA,-632.7,PEN,4911056015,14,WILLY NINA,16553223,20,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00004050,"SHOES SFTY;DAMA,TALLA 38,CAFE,CUERO",201,GI pipel.for cst cnt,8/1/2024,P,-1,PAA,-1,PAA,-632.7,PEN,4911055755,19,SOLNAGE FERNANDEZ,16830428,26,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00004053,"SHOES SFTY;VARON,TALLA 40,CAFE,CUERO",201,GI pipel.for cst cnt,8/1/2024,P,-3,PAA,-3,PAA,-1919.53,PEN,4911049846,3,Jaser Valencia,16809965,4,DELIVERY,8/1/2024,,AROSAS,,0,C601,7/30/2024,,CQ10101002,
AE00004055,"SHOES SFTY;VARON,TALLA 41,CAFE,CUERO",201,GI pipel.for cst cnt,8/1/2024,P,-1,PAA,-1,PAA,-632.7,PEN,4911055755,1,SOLNAGE FERNANDEZ,16830428,1,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00004055,"SHOES SFTY;VARON,TALLA 41,CAFE,CUERO",201,GI pipel.for cst cnt,8/1/2024,P,-2,PAA,-2,PAA,-1279.68,PEN,4911049841,3,Joel Villalobos,16687949,4,DELIVERY,8/1/2024,,AROSAS,,0,C601,7/30/2024,,CQ10101002,
AE00004055,"SHOES SFTY;VARON,TALLA 41,CAFE,CUERO",201,GI pipel.for cst cnt,8/1/2024,P,-1,PAA,-1,PAA,-632.7,PEN,4911056015,7,WILLY NINA,16553223,11,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
AE00004055,"SHOES SFTY;VARON,TALLA 41,CAFE,CUERO",201,GI pipel.for cst cnt,8/1/2024,P,-4,PAA,-4,PAA,-2559.37,PEN,4911049846,4,Jaser Valencia,16809965,5,DELIVERY,8/1/2024,,AROSAS,,0,C601,7/30/2024,,CQ10101002,
AE00004056,"SHOES SFTY;VARON,TALLA 42,CAFE,CUERO",201,GI pipel.for cst cnt,8/1/2024,P,-2,PAA,-2,PAA,-1265.41,PEN,4911055755,2,SOLNAGE FERNANDEZ,16830428,2,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ10001001,
AE00004056,"SHOES SFTY;VARON,TALLA 42,CAFE,CUERO",201,GI pipel.for cst cnt,8/1/2024,P,-2,PAA,-2,PAA,-1265.41,PEN,4911056015,2,WILLY NINA,16553223,5,DELIVERY,8/1/2024,,ELRAMOS,,0,C601,8/1/2024,,CQ38203301,
