Material,Material Description,Movement Type,Movement Type Text,Posting Date,Special Stock,Quantity,Base Unit of Measure,Qty in unit of entry,Unit of Entry,Amt.in Loc.Cur.,Currency,Material Document,Material Doc.Item,Document Header Text,Reservation,Item number of reservation,Reference,Document Date,Storage Location,User Name,Purchase order,Item,Plant,Entry Date,Order,Cost Center,WBS Element
AE00003619,"PAINT;NEGRO GA-7000,ANYPSA",201,GI for cost center,8/1/2025,,-13,EA,-13,EA,-939.74,PEN,4912701084,1,LUIS EDWIN GONZALES JORGE,17327166,2,OTIF 01-08,8/1/2025,Q001,SMAMANI3,,0,C601,8/5/2025,,CQ06408880,
AE00003888,"JCKT SFTY;THERMAL,M,ORANGE&GREY",201,GI pipel.for cst cnt,8/1/2025,P,-2,EA,-2,EA,-414.12,PEN,4912687248,1,RUBEN MAMANI,20804376,1,DELIVERY,7/31/2025,,RYUCRA,,0,C601,7/31/2025,,CQ10101002,
AE00004000,"GLOVES,GENERAL PURPOSE;541-L,SHOWA",201,GI pipel.for cst cnt,8/1/2025,P,-1,PAA,-1,PAA,-14.28,PEN,4912687248,2,RUBEN MAMANI,20804376,2,DELIVERY,7/31/2025,,RYUCRA,,0,C601,7/31/2025,,CQ10101002,
AE00004015,"HELMET,SAFETY;475358,MSA",201,GI pipel.for cst cnt,8/1/2025,P,-1,EA,-1,EA,-35.7,PEN,4912687248,3,RUBEN MAMANI,20804376,3,DELIVERY,7/31/2025,,RYUCRA,,0,C601,7/31/2025,,CQ10101002,
AE00004027,"LENS,SAFETY EQUIPMENT;S0113C,HONEYWELL",201,GI pipel.for cst cnt,8/1/2025,P,-1,EA,-1,EA,-14.21,PEN,4912683211,1,LUZ GRACIELA,20790564,1,DELIVERY,7/30/2025,,RYUCRA,,0,C601,7/30/2025,,CQ38203301,
AE00004037,"PLUG,EAR;1271,3M",201,GI pipel.for cst cnt,8/1/2025,P,-1,EA,-1,EA,-10.71,PEN,4912687248,4,RUBEN MAMANI,20804376,4,DELIVERY,7/31/2025,,RYUCRA,,0,C601,7/31/2025,,CQ10101002,
AE0002356,"BAG;PACKAGE OF 100 UNITS,25CM,40CM,5MM",201,GI for cost center,8/1/2025,,-100,PKT,-100,PKT,-2618.43,PEN,4912688441,2,patricio huaman,20789730,2,DELIVERY ERNESTO,7/31/2025,Q001,ECALLALLA,,0,C601,8/1/2025,,CQ19201101,
AE0002364,BAG;BOLSAS DE 25 KG;PACKAGE OF 100 UNITS,201,GI for cost center,8/1/2025,,-40,PKT,-40,PKT,-3619.75,PEN,4912688441,1,patricio huaman,20789730,1,DELIVERY ERNESTO,7/31/2025,Q001,ECALLALLA,,0,C601,8/1/2025,,CQ19201101,
AE0002369,"MANTLE,CRUSHER;1000304612,FLSMIDTH;UPPER",101,GR for consgt stock,8/1/2025,K,1,EA,1,EA,0,PEN,5007469376,1,,0,0,T003-00002479,8/1/2025,Q009,RALEGRIA,4503597232,10,C601,8/1/2025,,,
AE0002371,"LBL PRNTR;3*2*2500;NA,POLYOLEFIN,3*2IN,3",201,GI for cost center,8/1/2025,,-40,ROL,-40,ROL,-10421.24,PEN,4912688441,4,patricio huaman,20789730,4,DELIVERY ERNESTO,7/31/2025,Q001,ECALLALLA,,0,C601,8/1/2025,,CQ19201101,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30020,KG,30020,KG,15064.83,PEN,5007463063,1,,0,0,G010-00102163,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31690,KG,31690,KG,15902.88,PEN,5007463065,1,,0,0,G010-00102227,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31570,KG,31570,KG,15842.66,PEN,5007463066,1,,0,0,G010-00102235,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31620,KG,31620,KG,15867.76,PEN,5007463067,1,,0,0,G010-00102287,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30010,KG,30010,KG,15059.82,PEN,5007463064,1,,0,0,G010-00102165,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31130,KG,31130,KG,15621.86,PEN,5007463068,1,,0,0,G010-00102289,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,32090,KG,32090,KG,16103.61,PEN,5007463080,1,,0,0,G010-00102291,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30090,KG,30090,KG,15099.96,PEN,5007463081,1,,0,0,G010-00102204,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30010,KG,30010,KG,15059.82,PEN,5007463082,1,,0,0,G010-00102229,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30060,KG,30060,KG,15084.91,PEN,5007463083,1,,0,0,G010-00102252,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,29790,KG,29790,KG,14949.41,PEN,5007463084,1,,0,0,G010-00102253,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,29880,KG,29880,KG,14994.58,PEN,5007463085,1,,0,0,G010-00102232,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31290,KG,31290,KG,15702.15,PEN,5007463086,1,,0,0,G010-00102236,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30310,KG,30310,KG,15210.36,PEN,5007463087,1,,0,0,G010-00102237,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30800,KG,30800,KG,15456.26,PEN,5007463088,1,,0,0,G010-00102238,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31040,KG,31040,KG,15576.7,PEN,5007463089,1,,0,0,G010-00102242,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30870,KG,30870,KG,15491.39,PEN,5007463100,1,,0,0,G010-00102248,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30060,KG,30060,KG,15084.91,PEN,5007463101,1,,0,0,G010-00102331,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30100,KG,30100,KG,15104.98,PEN,5007463102,1,,0,0,G010-00102350,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30300,KG,30300,KG,15205.34,PEN,5007463103,1,,0,0,G010-00102352,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30050,KG,30050,KG,15079.89,PEN,5007463105,1,,0,0,G010-00102364,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30090,KG,30090,KG,15253,PEN,5007469706,1,,0,0,G010-00102659,8/1/2025,Q004,AOP_OUTSYS,4503830973,10,C601,8/2/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30310,KG,30310,KG,15364.52,PEN,5007469705,1,,0,0,G010-00102649,8/1/2025,Q004,AOP_OUTSYS,4503830973,10,C601,8/2/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30820,KG,30820,KG,15623.05,PEN,5007469704,1,,0,0,G010-00102733,8/1/2025,Q004,AOP_OUTSYS,4503830973,10,C601,8/2/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31250,KG,31250,KG,15841.02,PEN,5007469703,1,,0,0,G010-00102732,8/1/2025,Q004,AOP_OUTSYS,4503830973,10,C601,8/2/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,8/1/2025,,-189266,KG,-189266,KG,-95377.42,PEN,4912690441,1,Consumo 31.07.2025,20814567,2,,8/1/2025,Q004,EDPORTAL,,0,C601,8/1/2025,,CQ13101112,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,8/1/2025,,-579739,KG,-579739,KG,-291414.76,PEN,4912689860,1,Consumo 30.07.2025,20808091,2,,8/1/2025,Q004,EDPORTAL,,0,C601,8/1/2025,,CQ13101112,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,8/1/2025,,-672251,KG,-672251,KG,-337917.34,PEN,4912689859,1,Consumo 29.07.2025,20808091,1,,8/1/2025,Q004,EDPORTAL,,0,C601,8/1/2025,,CQ13101112,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31110,KG,31110,KG,15770.05,PEN,5007469707,1,,0,0,G010-00102668,8/1/2025,Q004,AOP_OUTSYS,4503830973,10,C601,8/2/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30960,KG,30960,KG,15694.02,PEN,5007469708,1,,0,0,G010-00102670,8/1/2025,Q004,AOP_OUTSYS,4503830973,10,C601,8/2/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31090,KG,31090,KG,15759.91,PEN,5007469709,1,,0,0,G010-00102672,8/1/2025,Q004,AOP_OUTSYS,4503830973,10,C601,8/2/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30230,KG,30230,KG,15323.97,PEN,5007469720,1,,0,0,G010-00102683,8/1/2025,Q004,AOP_OUTSYS,4503830973,10,C601,8/2/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31110,KG,31110,KG,15770.05,PEN,5007469721,1,,0,0,G010-00102790,8/1/2025,Q004,AOP_OUTSYS,4503830973,10,C601,8/2/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31330,KG,31330,KG,15881.57,PEN,5007469722,1,,0,0,G010-00102791,8/1/2025,Q004,AOP_OUTSYS,4503830973,10,C601,8/2/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31440,KG,31440,KG,15937.33,PEN,5007469723,1,,0,0,G010-00102794,8/1/2025,Q004,AOP_OUTSYS,4503830973,10,C601,8/2/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31330,KG,31330,KG,15722.23,PEN,5007463032,1,,0,0,G010-00102109,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30160,KG,30160,KG,15135.09,PEN,5007463033,1,,0,0,G010-00102124,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30060,KG,30060,KG,15084.91,PEN,5007463034,1,,0,0,G010-00102128,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31440,KG,31440,KG,15937.33,PEN,5007469724,1,,0,0,G010-00102801,8/1/2025,Q004,AOP_OUTSYS,4503830973,10,C601,8/2/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30170,KG,30170,KG,15140.11,PEN,5007463036,1,,0,0,G010-00102139,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31640,KG,31640,KG,16038.72,PEN,5007469725,1,,0,0,G010-00102806,8/1/2025,Q004,AOP_OUTSYS,4503830973,10,C601,8/2/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30300,KG,30300,KG,15205.34,PEN,5007463037,1,,0,0,G010-00102143,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30570,KG,30570,KG,15340.84,PEN,5007463038,1,,0,0,G010-00102144,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30230,KG,30230,KG,15170.22,PEN,5007463039,1,,0,0,G010-00102145,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30430,KG,30430,KG,15270.58,PEN,5007463060,1,,0,0,G010-00102149,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30670,KG,30670,KG,15391.02,PEN,5007463061,1,,0,0,G010-00102151,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30650,KG,30650,KG,15380.98,PEN,5007463062,1,,0,0,G010-00102152,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30610,KG,30610,KG,15360.91,PEN,5007463106,1,,0,0,G010-00102315,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30770,KG,30770,KG,15441.2,PEN,5007463152,1,,0,0,G010-00102508,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31840,KG,31840,KG,15978.16,PEN,5007463153,1,,0,0,G010-00102594,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30970,KG,30970,KG,15541.57,PEN,5007463244,1,,0,0,G010-00102499,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30140,KG,30140,KG,15125.05,PEN,5007463245,1,,0,0,G010-00102533,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/31/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30250,KG,30250,KG,15180.25,PEN,5007463246,1,,0,0,G010-00102536,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/31/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30540,KG,30540,KG,15325.78,PEN,5007463247,1,,0,0,G010-00102550,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/31/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30900,KG,30900,KG,15506.44,PEN,5007463248,1,,0,0,G010-00102556,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/31/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31190,KG,31190,KG,15651.97,PEN,5007463249,1,,0,0,G010-00102558,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/31/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31060,KG,31060,KG,15586.73,PEN,5007463280,1,,0,0,G010-00102560,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/31/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30990,KG,30990,KG,15551.61,PEN,5007463281,1,,0,0,G010-00102561,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/31/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31420,KG,31420,KG,15767.39,PEN,5007463282,1,,0,0,G010-00102646,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/31/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31380,KG,31380,KG,15747.32,PEN,5007463283,1,,0,0,G010-00102647,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/31/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30600,KG,30600,KG,15433.71,PEN,5007467203,1,,0,0,G010-00102601,7/31/2025,Q004,VLQUISPE,4503830973,10,C601,8/1/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30910,KG,30910,KG,15590.06,PEN,5007467204,1,,0,0,G010-00102603,7/31/2025,Q004,VLQUISPE,4503830973,10,C601,8/1/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30120,KG,30120,KG,15191.61,PEN,5007467205,1,,0,0,G010-00102605,7/31/2025,Q004,VLQUISPE,4503830973,10,C601,8/1/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30360,KG,30360,KG,15312.66,PEN,5007467206,1,,0,0,G010-00102612,7/31/2025,Q004,VLQUISPE,4503830973,10,C601,8/1/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30950,KG,30950,KG,15610.24,PEN,5007467209,1,,0,0,G010-00102614,7/31/2025,Q004,VLQUISPE,4503830973,10,C601,8/1/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30120,KG,30120,KG,15191.61,PEN,5007467282,1,,0,0,G010-00102625,7/31/2025,Q004,VLQUISPE,4503830973,10,C601,8/1/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30770,KG,30770,KG,15519.45,PEN,5007467284,1,,0,0,G010-00102628,7/31/2025,Q004,VLQUISPE,4503830973,10,C601,8/1/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30760,KG,30760,KG,15514.41,PEN,5007467285,1,,0,0,G010-00102629,7/31/2025,Q004,VLQUISPE,4503830973,10,C601,8/1/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30140,KG,30140,KG,15201.7,PEN,5007467287,1,,0,0,G010-00102630,7/31/2025,Q004,VLQUISPE,4503830973,10,C601,8/1/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30330,KG,30330,KG,15297.53,PEN,5007467289,1,,0,0,G010-00102631,7/31/2025,Q004,VLQUISPE,4503830973,10,C601,8/1/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31150,KG,31150,KG,15631.9,PEN,5007463151,1,,0,0,G010-00102505,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30530,KG,30530,KG,15320.76,PEN,5007463107,1,,0,0,G010-00102316,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31090,KG,31090,KG,15601.79,PEN,5007463108,1,,0,0,G010-00102325,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30760,KG,30760,KG,15436.18,PEN,5007463109,1,,0,0,G010-00102326,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31280,KG,31280,KG,15697.13,PEN,5007463120,1,,0,0,G010-00102329,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,29960,KG,29960,KG,15034.72,PEN,5007463121,1,,0,0,G010-00102365,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30100,KG,30100,KG,15104.98,PEN,5007463122,1,,0,0,G010-00102402,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30070,KG,30070,KG,15089.92,PEN,5007463123,1,,0,0,G010-00102412,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,30140,KG,30140,KG,15125.05,PEN,5007463124,1,,0,0,G010-00102415,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,8/1/2025,,31650,KG,31650,KG,15882.81,PEN,5007463125,1,,0,0,G010-00102294,7/30/2025,Q004,VLQUISPE,4503830973,10,C601,7/30/2025,,,
