Material,Material Description,Movement Type,Movement Type Text,Posting Date,Special Stock,Quantity,Base Unit of Measure,Qty in unit of entry,Unit of Entry,Amt.in Loc.Cur.,Currency,Material Document,Material Doc.Item,Document Header Text,Reservation,Item number of reservation,Reference,Document Date,Storage Location,User Name,Purchase order,Item,Plant,Entry Date,Order,Cost Center,WBS Element
AE00004015,"HELMET,SAFETY;475358,MSA",201,GI cst cnt.fm consgt,5/1/2024,K,-1,EA,-1,EA,-37.34,PEN,4910596913,1,Ruben Rojas Sanchez,15516136,1,DELIVERY,4/30/2024,Q001,ELRAMOS,,0,C601,4/30/2024,,CQ10001001,
AE00004024,"LENS,SAFETY EQUIPMENT;XV103,HONEYWELL",201,GI cst cnt.fm consgt,5/1/2024,K,-20,EA,-20,EA,-149.36,PEN,4910596913,2,Ruben Rojas Sanchez,15516136,2,DELIVERY,4/30/2024,Q001,ELRAMOS,,0,C601,4/30/2024,,CQ10001001,
AE00004025,"LENS,SAFETY EQUIPMENT;XV101,HONEYWELL",201,GI for cost center,5/1/2024,,-20,EA,-20,EA,-105.12,PEN,4910596915,1,R,15516136,3,DELIVERY,4/30/2024,Q001,ELRAMOS,,0,C601,4/30/2024,,CQ10001001,
AE00004034,"OVERALL,GENERAL PURPOSE;EMN428-L",201,GI cst cnt.fm consgt,5/1/2024,K,-100,EA,-100,EA,-1493.6,PEN,4910596913,8,Ruben Rojas Sanchez,15516136,13,DELIVERY,4/30/2024,Q001,ELRAMOS,,0,C601,4/30/2024,,CQ10001001,
AE00004036,"OVERALL,GENERAL PURPOSE;EMN428-XL",201,GI cst cnt.fm consgt,5/1/2024,K,-50,EA,-50,EA,-746.8,PEN,4910596913,9,Ruben Rojas Sanchez,15516136,14,DELIVERY,4/30/2024,Q001,ELRAMOS,,0,C601,4/30/2024,,CQ10001001,
AE00004057,"SHOES SFTY;VARON,TALLA 43,CAFE,CUERO",201,GI cst cnt.fm consgt,5/1/2024,K,-1,PAA,-1,PAA,-623.54,PEN,4910594682,1,JORGE POSADAS,15515378,1,DELIVERY,4/30/2024,Q001,ELRAMOS,,0,C601,4/30/2024,,CQ06408880,
AE00004068,"SUIT,CHEMICAL PROTECTIVE;CT1SL428EB-L",201,GI cst cnt.fm consgt,5/1/2024,K,-20,EA,-20,EA,-746.8,PEN,4910596913,10,Ruben Rojas Sanchez,15516136,15,DELIVERY,4/30/2024,Q001,ELRAMOS,,0,C601,4/30/2024,,CQ10001001,
AE00004069,"SUIT,CHEMICAL PROTECTIVE;CT1SL428EB-M",201,GI for cost center,5/1/2024,,-20,EA,-20,EA,-578.7,PEN,4910596915,7,R,15516136,18,DELIVERY,4/30/2024,Q001,ELRAMOS,,0,C601,4/30/2024,,CQ10001001,
AE00004070,"SUIT,CHEMICAL PROTECTIVE;CT1SL428EB-XL",201,GI for cost center,5/1/2024,,-10,EA,-10,EA,-403.27,PEN,4910596915,6,R,15516136,16,DELIVERY,4/30/2024,Q001,ELRAMOS,,0,C601,4/30/2024,,CQ10001001,
AE00004071,"SUNSCREEN;SUNBLOCK SPF90,NSOC64925,ISDIN",201,GI cst cnt.fm consgt,5/1/2024,K,-24,EA,-24,EA,-2061.17,PEN,4910596913,11,Ruben Rojas Sanchez,15516136,17,DELIVERY,4/30/2024,Q001,ELRAMOS,,0,C601,4/30/2024,,CQ10001001,
AE0002221,"BEARING,ROLLER;23060 CCK/W33",261,GI for order,5/1/2024,,-2,EA,-2,EA,-20481.14,PEN,4910596916,1,NORDITH,15491733,1,DELIVERY,5/1/2024,Q001,MELEFTERIU,,0,C601,5/1/2024,4010767723,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30290,KG,30290,KG,16073.32,PEN,5006137272,1,SILO DE CAL # 02,0,0,G010-00066281,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30120,KG,30120,KG,15983.11,PEN,5006137273,1,SILO DE CAL # 02,0,0,G010-00066285,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30150,KG,30150,KG,15905.32,PEN,5006140185,1,SILO DE CAL # 01,0,0,G010-00066536,4/30/2024,Q004,MPOVIS,4503158036,10,C601,4/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30340,KG,30340,KG,16099.85,PEN,5006137275,1,SILO DE CAL # 02,0,0,G010-00066288,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30680,KG,30680,KG,16280.27,PEN,5006137277,1,SILO DE CAL # 01,0,0,G010-00066292,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30130,KG,30130,KG,15988.41,PEN,5006137278,1,SILO DE CAL # 01,0,0,G010-00066301,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,29980,KG,29980,KG,15908.82,PEN,5006137294,1,SILO DE CAL # 02,0,0,G010-00066312,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30290,KG,30290,KG,16073.32,PEN,5006137290,1,SILO DE CAL # 02,0,0,G010-00066304,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30100,KG,30100,KG,15972.5,PEN,5006137292,1,SILO DE CAL # 01,0,0,G010-00066307,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30910,KG,30910,KG,16306.25,PEN,5006140184,1,SILO DE CAL # 02,0,0,G010-00066535,4/30/2024,Q004,MPOVIS,4503158036,10,C601,4/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30590,KG,30590,KG,16137.43,PEN,5006140182,1,SILO DE CAL # 02,0,0,G010-00066530,4/30/2024,Q004,MPOVIS,4503158036,10,C601,4/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30310,KG,30310,KG,15989.72,PEN,5006140078,1,SILO DE CAL # 01,0,0,G010-00066527,4/30/2024,Q004,MPOVIS,4503158036,10,C601,4/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30290,KG,30290,KG,16073.32,PEN,5006137270,1,SILO DE CAL # 02,0,0,G010-00040084,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30170,KG,30170,KG,15915.87,PEN,5006140186,1,SILO DE CAL # 01,0,0,G010-00066539,4/30/2024,Q004,MPOVIS,4503158036,10,C601,4/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,31040,KG,31040,KG,16453.76,PEN,5006143051,1,SILO DE CAL # 02,0,0,G010-00066609,5/1/2024,Q004,MPOVIS,4503158036,10,C601,5/1/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30370,KG,30370,KG,16021.38,PEN,5006140323,1,SILO DE CAL # 01,0,0,G010-00066667,4/30/2024,Q004,MPOVIS,4503158036,10,C601,4/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30020,KG,30020,KG,15836.74,PEN,5006140322,1,SILO DE CAL # 01,0,0,G010-00066651,4/30/2024,Q004,MPOVIS,4503158036,10,C601,4/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,29760,KG,29760,KG,15699.58,PEN,5006140321,1,SILO DE CAL # 02,0,0,G010-00066649,4/30/2024,Q004,MPOVIS,4503158036,10,C601,4/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30430,KG,30430,KG,16130.41,PEN,5006143052,1,SILO DE CAL # 01,0,0,G010-00066610,5/1/2024,Q004,MPOVIS,4503158036,10,C601,5/1/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,31020,KG,31020,KG,16443.16,PEN,5006143053,1,SILO DE CAL # 01,0,0,G010-00066611,5/1/2024,Q004,MPOVIS,4503158036,10,C601,5/1/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,31030,KG,31030,KG,16448.46,PEN,5006143054,1,SILO DE CAL # 01,0,0,G010-00066612,5/1/2024,Q004,MPOVIS,4503158036,10,C601,5/1/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30720,KG,30720,KG,16284.14,PEN,5006143055,1,SILO DE CAL # 02,0,0,G010-00066613,5/1/2024,Q004,MPOVIS,4503158036,10,C601,5/1/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30410,KG,30410,KG,16119.81,PEN,5006143056,1,SILO DE CAL # 02,0,0,G010-00066614,5/1/2024,Q004,MPOVIS,4503158036,10,C601,5/1/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,31020,KG,31020,KG,16443.16,PEN,5006143057,1,SILO DE CAL # 02,0,0,G010-00066615,5/1/2024,Q004,MPOVIS,4503158036,10,C601,5/1/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,31220,KG,31220,KG,16549.18,PEN,5006143058,1,SILO DE CAL # 01,0,0,G010-00066622,5/1/2024,Q004,MPOVIS,4503158036,10,C601,5/1/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,29770,KG,29770,KG,15780.56,PEN,5006143101,1,SILO DE CAL # 01,0,0,G010-00066676,5/1/2024,Q004,MPOVIS,4503158036,10,C601,5/1/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,29990,KG,29990,KG,15820.91,PEN,5006140320,1,SILO DE CAL # 01,0,0,G010-00066641,4/30/2024,Q004,MPOVIS,4503158036,10,C601,4/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,29830,KG,29830,KG,15812.36,PEN,5006143102,1,SILO DE CAL # 02,0,0,G010-00066682,5/1/2024,Q004,MPOVIS,4503158036,10,C601,5/1/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",102,GR for PO   reversal,5/1/2024,,-30290,KG,-30290,KG,-16073.32,PEN,5006137271,1,ERROR DE INGRESO,0,0,G010-00040084,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,29870,KG,29870,KG,15757.61,PEN,5006140188,1,SILO DE CAL # 02,0,0,G010-00066544,4/30/2024,Q004,MPOVIS,4503158036,10,C601,4/30/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30260,KG,30260,KG,16057.4,PEN,5006136785,1,SILO DE CAL # 02,0,0,G010-00066280,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,29850,KG,29850,KG,15839.83,PEN,5006136850,1,SILO DE CAL # 01,0,0,G010-00066187,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,29800,KG,29800,KG,15813.3,PEN,5006137296,1,SILO DE CAL # 02,0,0,G010-00066432,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30520,KG,30520,KG,16195.37,PEN,5006137295,1,SILO DE CAL # 01,0,0,G010-00066424,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30400,KG,30400,KG,16131.69,PEN,5006137000,1,SILO DE CAL # 01,0,0,G010-00066163,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30040,KG,30040,KG,15940.66,PEN,5006137005,1,SILO DE CAL # 02,0,0,G010-00066189,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30900,KG,30900,KG,16397.01,PEN,5006137008,1,SILO DE CAL # 02,0,0,G010-00066231,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30230,KG,30230,KG,16041.48,PEN,5006137009,1,SILO DE CAL # 01,0,0,G010-00066237,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30240,KG,30240,KG,16046.79,PEN,5006137030,1,SILO DE CAL # 02,0,0,G010-00066240,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,29380,KG,29380,KG,15590.43,PEN,5006137033,1,SILO DE CAL # 02,0,0,G010-00066321,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30470,KG,30470,KG,16168.83,PEN,5006137034,1,SILO DE CAL # 01,0,0,G010-00066355,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,31410,KG,31410,KG,16667.64,PEN,5006137035,1,SILO DE CAL # 01,0,0,G010-00066363,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,29890,KG,29890,KG,15861.06,PEN,5006137123,1,SILO DE CAL # 02,0,0,G010-00066365,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,29930,KG,29930,KG,15882.29,PEN,5006137124,1,SILO DE CAL # 02,0,0,G010-00066368,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30710,KG,30710,KG,16296.19,PEN,5006137125,1,SILO DE CAL # 01,0,0,G010-00066241,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,31500,KG,31500,KG,16715.4,PEN,5006137169,1,SILO DE CAL # 01,0,0,G010-00066249,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30970,KG,30970,KG,16434.16,PEN,5006137375,1,SILO DE CAL # 02,0,0,G010-00066448,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30400,KG,30400,KG,16131.69,PEN,5006137374,1,SILO DE CAL # 01,0,0,G010-00066444,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30790,KG,30790,KG,16338.64,PEN,5006137373,1,SILO DE CAL # 02,0,0,G010-00066411,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,31890,KG,31890,KG,16922.35,PEN,5006137371,1,SILO DE CAL # 01,0,0,G010-00066516,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,29580,KG,29580,KG,15696.56,PEN,5006137339,1,SILO DE CAL # 01,0,0,G010-00066511,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30560,KG,30560,KG,16216.59,PEN,5006137338,1,SILO DE CAL # 01,0,0,G010-00066504,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30080,KG,30080,KG,15961.88,PEN,5006137337,1,SILO DE CAL # 01,0,0,G010-00066485,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30870,KG,30870,KG,16381.09,PEN,5006137336,1,SILO DE CAL # 01,0,0,G010-00066392,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,31120,KG,31120,KG,16513.76,PEN,5006137335,1,SILO DE CAL # 01,0,0,G010-00066391,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,29880,KG,29880,KG,15855.75,PEN,5006137334,1,SILO DE CAL # 01,0,0,G010-00066390,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30510,KG,30510,KG,16190.06,PEN,5006137332,1,SILO DE CAL # 01,0,0,G010-00066389,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,29960,KG,29960,KG,15898.2,PEN,5006137330,1,SILO DE CAL # 01,0,0,G010-00066386,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30820,KG,30820,KG,16354.56,PEN,5006137318,1,SILO DE CAL # 01,0,0,G010-00066374,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30530,KG,30530,KG,16200.67,PEN,5006137316,1,SILO DE CAL # 01,0,0,G010-00066372,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,30500,KG,30500,KG,16184.75,PEN,5006137315,1,SILO DE CAL # 01,0,0,G010-00066369,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,28440,KG,28440,KG,15091.62,PEN,5006137312,1,SILO DE CAL # 01,0,0,G010-00066447,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,29640,KG,29640,KG,15728.4,PEN,5006137310,1,SILO DE CAL # 01,0,0,G010-00066435,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,5/1/2024,,28730,KG,28730,KG,15245.51,PEN,5006137298,1,SILO DE CAL # 01,0,0,G010-00066433,4/29/2024,Q004,MPOVIS,4503158036,10,C601,4/29/2024,,,
