Material,Material Description,Movement Type,Movement Type Text,Posting Date,Special Stock,Quantity,Base Unit of Measure,Qty in unit of entry,Unit of Entry,Amt.in Loc.Cur.,Currency,Material Document,Material Doc.Item,Document Header Text,Reservation,Item number of reservation,Reference,Document Date,Storage Location,User Name,Purchase order,Item,Plant,Entry Date,Order,Cost Center,WBS Element
AE00000517,"BOLT,MACHINE;1000008554,FLSMIDTH,HEX",101,GR goods receipt,9/1/2024,,8,EA,8,EA,124.2,PEN,5006514907,1,,0,0,T004-00004314,8/31/2024,Q009,RALEGRIA,4503344571,20,C601,8/31/2024,,,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-7.48,GAL,-7.48,GAL,-99.82,PEN,4911265223,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ04209900,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-59.94,GAL,-59.94,GAL,-799.91,PEN,4911261568,1,BlockID:20240915123002,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-15.63,GAL,-15.63,GAL,-208.59,PEN,4911261579,1,BlockID:20240915123002,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-76.47,GAL,-76.47,GAL,-1020.51,PEN,4911265249,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-11.75,GAL,-11.75,GAL,-156.81,PEN,4911265250,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ38103301,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-95.6,GAL,-95.6,GAL,-1275.8,PEN,4911265251,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-68.03,GAL,-68.03,GAL,-907.87,PEN,4911265252,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-156.05,GAL,-156.05,GAL,-2082.52,PEN,4911265253,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-104.87,GAL,-104.87,GAL,-1399.51,PEN,4911265254,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-18.87,GAL,-18.87,GAL,-251.82,PEN,4911265255,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ36103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-18.52,GAL,-18.52,GAL,-247.15,PEN,4911265256,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ36103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-98.79,GAL,-98.79,GAL,-1318.37,PEN,4911265257,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-58.72,GAL,-58.72,GAL,-783.63,PEN,4911265258,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ33303332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-55.82,GAL,-55.82,GAL,-744.93,PEN,4911265259,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-141.21,GAL,-141.21,GAL,-1884.48,PEN,4911265260,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-74.36,GAL,-74.36,GAL,-992.35,PEN,4911265261,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-130.29,GAL,-130.29,GAL,-1738.75,PEN,4911265262,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-49.93,GAL,-49.93,GAL,-666.33,PEN,4911265263,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-104.27,GAL,-104.27,GAL,-1391.5,PEN,4911265264,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-111.8,GAL,-111.8,GAL,-1491.99,PEN,4911265441,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ32103331,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-221.3,GAL,-221.3,GAL,-2953.29,PEN,4911265442,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ32103331,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-8.97,GAL,-8.97,GAL,-119.71,PEN,4911265443,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ08119900,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-11.16,GAL,-11.16,GAL,-148.93,PEN,4911265444,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ06408880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-12.12,GAL,-12.12,GAL,-161.74,PEN,4911265445,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ06408880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-10,GAL,-10,GAL,-133.45,PEN,4911265446,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ06408880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-10,GAL,-10,GAL,-133.45,PEN,4911265447,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ06408880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-8,GAL,-8,GAL,-106.76,PEN,4911265448,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ06408880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-10,GAL,-10,GAL,-133.45,PEN,4911265449,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ06408880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-11.01,GAL,-11.01,GAL,-146.93,PEN,4911265450,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ06408880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-10.21,GAL,-10.21,GAL,-136.25,PEN,4911261580,1,BlockID:20240915123002,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-15.2,GAL,-15.2,GAL,-202.85,PEN,4911261581,1,BlockID:20240915123002,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-21.62,GAL,-21.62,GAL,-288.52,PEN,4911261582,1,BlockID:20240915123002,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-17.72,GAL,-17.72,GAL,-236.48,PEN,4911261583,1,BlockID:20240915123002,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-17.73,GAL,-17.73,GAL,-236.61,PEN,4911261584,1,BlockID:20240915123002,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-91.39,GAL,-91.39,GAL,-1219.62,PEN,4911261585,1,BlockID:20240915123002,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-67.71,GAL,-67.71,GAL,-903.6,PEN,4911261586,1,BlockID:20240915123002,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-68.09,GAL,-68.09,GAL,-908.67,PEN,4911265172,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ33103331,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-154.94,GAL,-154.94,GAL,-2067.71,PEN,4911265173,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ33103331,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-96.33,GAL,-96.33,GAL,-1285.54,PEN,4911265174,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-435.59,GAL,-435.59,GAL,-5813.04,PEN,4911265175,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ31103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-299.72,GAL,-299.72,GAL,-3999.82,PEN,4911265176,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ31103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-356.86,GAL,-356.86,GAL,-4762.37,PEN,4911265177,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ31103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-9.8,GAL,-9.8,GAL,-130.78,PEN,4911265236,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ08819900,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-9,GAL,-9,GAL,-120.11,PEN,4911265237,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ08819900,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-9.24,GAL,-9.24,GAL,-123.31,PEN,4911265238,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ08819900,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-9.5,GAL,-9.5,GAL,-126.78,PEN,4911265239,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-57.05,GAL,-57.05,GAL,-761.34,PEN,4911265240,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ10101002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-4.81,GAL,-4.81,GAL,-64.19,PEN,4911265241,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ30003001,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",291,GI acct ass.fm pipel,9/7/2024,P,-3552.57,GAL,-3552.57,GAL,-47409.76,PEN,4911265242,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,,PECQI.230014-IMP-310
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-12.3,GAL,-12.3,GAL,-164.15,PEN,4911265243,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ30103002,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-633.82,GAL,-633.82,GAL,-8458.45,PEN,4911265244,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ33303332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-66.82,GAL,-66.82,GAL,-891.73,PEN,4911265245,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-160.3,GAL,-160.3,GAL,-2139.24,PEN,4911265246,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-146.82,GAL,-146.82,GAL,-1959.34,PEN,4911265247,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ35103332,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,9/7/2024,P,-159.13,GAL,-159.13,GAL,-2123.62,PEN,4911265248,1,BlockID:20240915123003,0,0,2.02409E+13,9/7/2024,,CASILVA1,,0,C601,9/23/2024,,CQ35103332,
AM2106398,"FLTR;2659596414,EPIROC",261,GI order from consgt,9/7/2024,K,-1,EA,-1,EA,-34.86,PEN,4911207270,1,ELMAMANIA,16911706,5,16911706,9/7/2024,Q002,ALQUISPE,,0,C601,9/8/2024,4011565700,,
AM2119008,"EXPL;PE-ENX-CA-QC-L-HT14,ENAEX-PRILLEX",201,GI for cost center,9/7/2024,,-15000,KG,-15000,KG,-34164,PEN,4911220058,2,CONSUMO 07.09.2024,17280081,2,17280081,9/11/2024,Q003,VLOPEZA,,0,C601,9/11/2024,,CQ32103331,
AM2119009,"NITRATE AMMONIUM,GRADE ANFO,99.4%,ENAEX",201,GI for cost center,9/7/2024,,-50000,KG,-50000,KG,-95362.7,PEN,4911220058,3,CONSUMO 07.09.2024,17280081,3,17280081,9/11/2024,Q003,VLOPEZA,,0,C601,9/11/2024,,CQ32103331,
AM2119016,"DETONATOR,NO17,MS,800MS,18M",201,GI for cost center,9/7/2024,,-512,EA,-512,EA,-6099.28,PEN,4911220058,6,CONSUMO 07.09.2024,17280081,6,17280081,9/11/2024,Q003,VLOPEZA,,0,C601,9/11/2024,,CQ32103331,
AM2119023,"DETONATOR,DAVEYTRONIC SP 20M,ENAEX",201,GI for cost center,9/7/2024,,-512,EA,-512,EA,-42424.04,PEN,4911220058,5,CONSUMO 07.09.2024,17280081,5,17280081,9/11/2024,Q003,VLOPEZA,,0,C601,9/11/2024,,CQ32103331,
AM2192701,"WSHR;2695935003,EPIROC",641,TF to stck in trans.,9/7/2024,,-78,EA,-78,EA,0,PEN,4911206192,1,,0,0,80264234,9/7/2024,Q009,BTP_TM_PROD,4503418178,10,C601,9/7/2024,,,
AM2192701,"WSHR;2695935003,EPIROC",641,TF to stck in trans.,9/7/2024,,78,EA,78,EA,0,PEN,4911206192,2,,0,0,80264234,9/7/2024,,BTP_TM_PROD,4503418178,10,C601,9/7/2024,,,
AM2196465,"WIRE,ELECTRICAL;WIRE BUS M35",201,GI for cost center,9/7/2024,,-3000,M,-3000,M,-2594.04,PEN,4911220058,7,CONSUMO 07.09.2024,17280081,7,17280081,9/11/2024,Q003,VLOPEZA,,0,C601,9/11/2024,,CQ32103331,
AM2196466,"BOOSTER,82.7X120.7MM,APD-P-900,ENAEX",201,GI for cost center,9/7/2024,,-512,EA,-512,EA,-14674.6,PEN,4911220058,4,CONSUMO 07.09.2024,17280081,4,17280081,9/11/2024,Q003,VLOPEZA,,0,C601,9/11/2024,,CQ32103331,
AM2216529,"HOSE NONMTLC;3222319459,EPIROC;SUCTION",641,TF to stck in trans.,9/7/2024,,2,EA,2,EA,0,PEN,4911206192,4,,0,0,80264234,9/7/2024,,BTP_TM_PROD,4503418178,20,C601,9/7/2024,,,
AM2216529,"HOSE NONMTLC;3222319459,EPIROC;SUCTION",641,TF to stck in trans.,9/7/2024,,-2,EA,-2,EA,0,PEN,4911206192,3,,0,0,80264234,9/7/2024,Q009,BTP_TM_PROD,4503418178,20,C601,9/7/2024,,,
AM2217422,"CLIP;0347610044,EPIROC;HOSE",641,TF to stck in trans.,9/7/2024,,4,EA,4,EA,0,PEN,4911206192,16,,0,0,80264234,9/7/2024,,BTP_TM_PROD,4503418178,80,C601,9/7/2024,,,
AM2217422,"CLIP;0347610044,EPIROC;HOSE",641,TF to stck in trans.,9/7/2024,,-4,EA,-4,EA,0,PEN,4911206192,15,,0,0,80264234,9/7/2024,Q009,BTP_TM_PROD,4503418178,80,C601,9/7/2024,,,
AM2219579,"SCREW CAP;2695880811,EPIROC",641,TF to stck in trans.,9/7/2024,,93,EA,93,EA,0,PEN,4911206192,6,,0,0,80264234,9/7/2024,,BTP_TM_PROD,4503418178,30,C601,9/7/2024,,,
AM2219579,"SCREW CAP;2695880811,EPIROC",641,TF to stck in trans.,9/7/2024,,-93,EA,-93,EA,0,PEN,4911206192,5,,0,0,80264234,9/7/2024,Q009,BTP_TM_PROD,4503418178,30,C601,9/7/2024,,,
AM2220874,"O-RING,BUNA,2657779423,EPIROC",641,TF to stck in trans.,9/7/2024,,2,EA,2,EA,0,PEN,4911206192,8,,0,0,80264234,9/7/2024,,BTP_TM_PROD,4503418178,40,C601,9/7/2024,,,
AM2220874,"O-RING,BUNA,2657779423,EPIROC",641,TF to stck in trans.,9/7/2024,,-2,EA,-2,EA,0,PEN,4911206192,7,,0,0,80264234,9/7/2024,Q009,BTP_TM_PROD,4503418178,40,C601,9/7/2024,,,
AM2221331,"SHIM,2657696056,EPIROC",641,TF to stck in trans.,9/7/2024,,33,EA,33,EA,0,PEN,4911206192,10,,0,0,80264234,9/7/2024,,BTP_TM_PROD,4503418178,50,C601,9/7/2024,,,
AM2221331,"SHIM,2657696056,EPIROC",641,TF to stck in trans.,9/7/2024,,-33,EA,-33,EA,0,PEN,4911206192,9,,0,0,80264234,9/7/2024,Q009,BTP_TM_PROD,4503418178,50,C601,9/7/2024,,,
AM2221332,"SHIM,2657696064,EPIROC",641,TF to stck in trans.,9/7/2024,,-32,EA,-32,EA,0,PEN,4911206192,11,,0,0,80264234,9/7/2024,Q009,BTP_TM_PROD,4503418178,60,C601,9/7/2024,,,
AM2221332,"SHIM,2657696064,EPIROC",641,TF to stck in trans.,9/7/2024,,32,EA,32,EA,0,PEN,4911206192,12,,0,0,80264234,9/7/2024,,BTP_TM_PROD,4503418178,60,C601,9/7/2024,,,
AM2221345,"SHIMSTACK,PLATE,2658713109,EPIROC",641,TF to stck in trans.,9/7/2024,,2,EA,2,EA,0,PEN,4911206386,4,,0,0,80264239,9/7/2024,,BTP_TM_PROD,4503418194,30,C601,9/7/2024,,,
AM2221345,"SHIMSTACK,PLATE,2658713109,EPIROC",641,TF to stck in trans.,9/7/2024,,-2,EA,-2,EA,0,PEN,4911206386,3,,0,0,80264239,9/7/2024,Q009,BTP_TM_PROD,4503418194,30,C601,9/7/2024,,,
AM2221544,"TUBE;2657786121,EPIROC;VENT",641,TF to stck in trans.,9/7/2024,,-1,EA,-1,EA,0,PEN,4911206386,5,,0,0,80264239,9/7/2024,Q009,BTP_TM_PROD,4503418194,40,C601,9/7/2024,,,
AM2221544,"TUBE;2657786121,EPIROC;VENT",641,TF to stck in trans.,9/7/2024,,1,EA,1,EA,0,PEN,4911206386,6,,0,0,80264239,9/7/2024,,BTP_TM_PROD,4503418194,40,C601,9/7/2024,,,
AM2221610,"VALVE,COUNTERBALANCE,2657748832,EPIROC",261,GI for order,9/7/2024,,-2,EA,-2,EA,-5951.7,PEN,4911205662,1,LYAURI,16637404,1,16637404,9/7/2024,Q002,OHUARSAYA,,0,C601,9/7/2024,4011419320,,
AM2238130,"FLTR;PE806TR,TA,6.125X81.0000,BHA;81IN",641,TF to stck in trans.,9/7/2024,,-151,EA,-151,EA,0,PEN,4911206386,7,,0,0,80264239,9/7/2024,Q009,BTP_TM_PROD,4503418194,50,C601,9/7/2024,,,
AM2238130,"FLTR;PE806TR,TA,6.125X81.0000,BHA;81IN",641,TF to stck in trans.,9/7/2024,,151,EA,151,EA,0,PEN,4911206386,8,,0,0,80264239,9/7/2024,,BTP_TM_PROD,4503418194,50,C601,9/7/2024,,,
AM2238472,"CAP;1000165072,FL SMIDTH",101,GR goods receipt,9/7/2024,,4,EA,4,EA,44522.49,PEN,5006534556,1,,0,0,T004-00004411,9/7/2024,Q009,ITAIPE,4503273369,10,C601,9/7/2024,,,
AM2239218,"ENCODER;2659601910,EPIROC;INCREMENTAL",641,TF to stck in trans.,9/7/2024,,-3,EA,-3,EA,0,PEN,4911206192,13,,0,0,80264234,9/7/2024,Q009,BTP_TM_PROD,4503418178,70,C601,9/7/2024,,,
AM2239218,"ENCODER;2659601910,EPIROC;INCREMENTAL",641,TF to stck in trans.,9/7/2024,,3,EA,3,EA,0,PEN,4911206192,14,,0,0,80264234,9/7/2024,,BTP_TM_PROD,4503418178,70,C601,9/7/2024,,,
AM2243988,"MNTL CRSHR;MM0381050,METSO;LOWER",311,TF consgmnt in plant,9/7/2024,K,1,EA,1,EA,0,PEN,4911206382,2,T051-52,0,0,T051-52,9/7/2024,Q001,GRODRIGUEZ1,,0,C601,9/7/2024,,,
AM2243988,"MNTL CRSHR;MM0381050,METSO;LOWER",311,TF consgmnt in plant,9/7/2024,K,-1,EA,-1,EA,0,PEN,4911206382,1,T051-52,0,0,T051-52,9/7/2024,Q010,GRODRIGUEZ1,,0,C601,9/7/2024,,,
AM2244926,LINER;2730-FE-001/002-CH2-PD01;INOX 304,641,TF to stck in trans.,9/7/2024,,-8,EA,-8,EA,0,PEN,4911206614,5,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,30,C601,9/7/2024,,,
AM2244926,LINER;2730-FE-001/002-CH2-PD01;INOX 304,641,TF to stck in trans.,9/7/2024,,-16,EA,-16,EA,0,PEN,4911206614,7,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,40,C601,9/7/2024,,,
AM2244926,LINER;2730-FE-001/002-CH2-PD01;INOX 304,641,TF to stck in trans.,9/7/2024,,16,EA,16,EA,0,PEN,4911206614,8,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,40,C601,9/7/2024,,,
AM2244926,LINER;2730-FE-001/002-CH2-PD01;INOX 304,641,TF to stck in trans.,9/7/2024,,8,EA,8,EA,0,PEN,4911206614,6,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,30,C601,9/7/2024,,,
AM2244927,LINER;2730-FE-001/002-CH2-PD02;INOX 304,641,TF to stck in trans.,9/7/2024,,24,EA,24,EA,0,PEN,4911206614,28,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,140,C601,9/7/2024,,,
AM2244927,LINER;2730-FE-001/002-CH2-PD02;INOX 304,641,TF to stck in trans.,9/7/2024,,-24,EA,-24,EA,0,PEN,4911206614,27,,0,0,80264250,9/7/2024,Q010,BTP_TM_PROD,4503418209,140,C601,9/7/2024,,,
AM2244927,LINER;2730-FE-001/002-CH2-PD02;INOX 304,641,TF to stck in trans.,9/7/2024,,18,EA,18,EA,0,PEN,4911206614,10,,0,0,80264250,9/7/2024,,BTP_TM_PROD,4503418209,50,C601,9/7/2024,,,
